ship_id,block_id,type,data
35,1,paragraph,"Du thuyền Paradise Sails nổi bật với thiết kế hài hòa của dân tộc nhưng vẫn có nét hiện đại và sang trọng. Du thuyền bao gồm 17 cabin&nbsp;mang đến không gian ấm cúng với nội thất gỗ cao cấp, kiến ​​trúc Đông Dương cổ điển và nhiều tiện nghi vượt trội. Mỗi phòng của du thuyền đều được trang bị đầy đủ các tiện ích với phòng tắm, tủ quần áo, minibar cùng trà và cà phê mỗi ngày.&nbsp;"
35,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-paradise-sails/blog/5lacag7p3rng4cx7.webp
35,3,paragraph,"Những đầu bếp với dày dặn kinh nghiệm cùng thực phẩm tươi ngon, hấp dẫn sẽ đem đến cho du khách những bữa ăn đầy dủ dinh dưỡng và ngon miệng. Bên cạnh thực đơn theo lịch trình, du khách cũng có thể gọi món tại nhà hàng của du thuyền.&nbsp;"
35,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-paradise-sails/blog/lexvia51el7pzfyn.webp
35,5,paragraph,"Với lịch trình tham quan đặc sắc: khám phá hang Sửng Sốt kỳ vỹ nhất vịnh Hạ Long, bơi lội leo núi tại đảo Ti Tốp, chèo thuyền kayak, tham quan làng chài Cửa Vạn, hang Trống,..."
35,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-paradise-sails/blog/9lfvwm30if2wixx0.webp
36,1,paragraph,"Du thuyền La Regina Legend là du thuyền 5 sao trên vịnh Lan Hạ với 27 phòng nghỉ sang trọng, bao gồm nhiều hạng phòng khác nhau bao gồm:&nbsp;Phòng Princess Suite,&nbsp;Phòng Queen Trip,&nbsp;Phòng Queen Regent."
36,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/ayesjcqkxo9wvqvv.webp
36,3,paragraph,"Trải nghiệm vịnh Lan Hạ trên du thuyền, khu vực cảnh quan thiên nhiên tuyệt đẹp nằm ở phía nam của vịnh Hạ Long và gần với khu vực đảo Cát Bà, du khách có cơ hội ngắm nhìn vẻ đẹp thiên nhiên của hàng trăm đảo đá trên biển."
36,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/4uxfcheljnd05607.webp
36,5,paragraph,"Du thuyền La Regina Grand cung cấp hai địa điểm ăn uống riêng biệt: nhà hàng ở phía trước boong thứ hai và nhà hàng ngoài trời trên hiên tắm nắng. Cả hai đều được thiết kế theo phong cách thời thượng và thanh lịch, mang đến những cảnh biển tuyệt vời của Vịnh Lan Hà trong khi khách du lịch có thể thưởng thức các món ăn truyền thống phong phú và tuyệt ngon của Việt Nam"
36,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/oohqftjv5n64jt0d.webp
36,7,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/4z6tkq7rssg7m7r0.webp
36,8,paragraph,"Bistro Bar trên hiên tắm nắng là một trong những nơi tốt nhất trên du thuyền để chiêm ngưỡng vẻ đẹp tráng lệ của Vịnh. Có rất nhiều ghế và bàn để khách thư giãn, thưởng thức đồ uống ở quầy bar. Tất cả tạo ra một bầu không khí thoải mái cho một đêm tuyệt vời"
36,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/x58c4og4mci3yfxv.webp
36,10,paragraph,"Du thuyền cũng cung cấp các tiện nghi hiện đại khác như phòng spa, phòng tập thể dục, thư viện và bể sục Jacuzzi đảm bảo cho hành khách một kỳ nghỉ cực kỳ thư giãn và thú vị trong chuyến đi."
36,11,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/wmhyatddtm0kgqp6.webp
36,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/l9z1kacpvchm2mdv.webp
36,13,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/grvzfwcwn51z6tfv.webp
36,14,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/6wmussxrk9qp9c6l.webp
36,15,paragraph,"Ngoài ra, du thuyền La Regina Grand&nbsp; còn có các hoạt động ngoài trời như chèo kayak, đi đò nan, bơi, nghỉ ngơi trên các bãi biển…"
36,16,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-la regina legend/blog/obw9j5f7l0g5sfu0.webp
37,1,paragraph,"Du thuyền Alisa premier Cruise được thiết kế với nội thất sang trọng, quý phái theo phong cách hiện đại sẽ mang tới cho mọi người những giờ phút nghỉ ngơi, thư giãn thật thoải mái. Alisa không chỉ tổ chức hành trình với các dịch vụ phong phú, mà còn mang lại một cảm giác kết nối giữa người dân.&nbsp;"
37,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/d2ihua1hq02g1j5a.webp
37,3,paragraph,"Tất cả các tiện nghi của một khách sạn 5 sao đều có ở đây, như các hạng phòng dành cho du khách bao gồm:&nbsp;Phòng Junior Suite,&nbsp;Phòng Senior Suite,&nbsp;Phòng Vip Suite. Tất cả các phòng đều có ban công riêng, nội thất cao cấp và nước uống trong phòng, hoa tươi và rượu vang."
37,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/7ix1dut79auxz2d8.webp
37,5,paragraph,"Hứa hẹn mang đến cho thực khách những hương vị tinh túy nhất của Vịnh Hạ Long, mỗi bữa ăn tại nhà hàng Alisa đều được đội ngũ đầu bếp của Alisa Premier Cruise chăm chút kỹ lưỡng, sử dụng nguồn nguyên liệu tươi ngon của địa phương. Còn gì tuyệt vời hơn khi cùng người thương dùng bữa tối lãng mạn dưới ánh đèn lung linh, nghe những bản nhạc êm dịu và ngắm nhìn biển đêm.<br>"
37,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/dxo8esgoe3debw5o.webp
37,7,paragraph,"Cam kết phục vụ với chất lượng tốt nhất cùng đội ngũ nhân viên kinh nghiệm, nhiệt tình, đến với Alisa, bạn còn được trải nghiệm phòng xông hơi, bể bơi ngoài trời, quầy bar, ...<br>"
37,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/55n4xh20emoxgm5h.webp
37,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/cm1jtbib1myxjd5k.webp
37,10,paragraph,"Với kinh nghiệm và sự chuyên nghiệp, du thuyền 5 sao Alisa Premier cung cấp hành trình được chọn lọc kỹ càng để giúp bạn nhìn thấy vẻ đẹp của nơi đây mà tránh những khu vực đông đúc. "
37,11,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/obb00afzk3vu2du9.webp
37,12,paragraph,"Du khách được trải nghiệm chèo thuyền Kayak tại khu vực hang Luồn sóng yên biển lặng, tìm hiểu cách người dân nuôi cấy ngọc trai và tham quan hang động đẹp nhất vịnh."
37,13,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-alisa-premium-cruise/blog/0cf94na02z24z25d.webp
38,1,paragraph,"&nbsp;Du thuyền được đặt theo tên của Công chúa Margherita xứ Savoy - nữ hoàng đầu tiên của Ý, người được mô tả là kiêu hãnh, thông minh và nhạy bén với nghệ thuật. Đó chính là nguồn cảm hứng cho phong cách tân cổ điển quyến rũ của du thuyền Rita<b>.</b>&nbsp;Không chỉ mang đến những tiện ích tốt nhất và dịch vụ phong phú, du thuyền sang trọng này còn mang đến cảm giác gắn kết giữa những vị khách trên tàu.Du thuyền Rita<b>&nbsp;</b>hứa hẹn sẽ mang đến những hành trình thú vị khám phá vẻ đẹp thơ mộng của Vịnh Lan Hạ.&nbsp;&nbsp;"
38,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/yt9ythpa6pifgmkp.webp
38,3,paragraph,"Du thuyền Rita gồm 31 cabin với tông màu trắng sáng chủ đạo kết hợp với nội thất gỗ nâu trầm điểm nhấn là họa tiết xanh dương. Bước vào mỗi phòng, du khách cảm nhận được sự tràn ngập ánh sáng từ những ô cửa kính lớn và ban công thoáng đãng và bồn tắm  jacuzzi  tiện nghi cho bạn không gian thư giãn sau một ngày di chuyển."
38,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/6ue0a1d66ve3ub1h.webp
38,5,paragraph,"Là một trong những du thuyền 5 sao mới tốt nhất trên Vịnh Hạ Long và Vịnh Lan Hạ, du thuyền Rita cung cấp nhiều dịch vụ và tiện ích hiện đại như: Bể bơi 4 mùa ngoài trời, phòng Gym, phòng Spa &amp; Massage, phòng Karaoke cách âm, Quầy rượu và cà phê, Khu vực ăn uống riên<br>"
38,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/9hqug6sidt88na6y.webp
38,7,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/zjk9gbni73us0klo.webp
38,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/ejrl4pxdqfp1y1no.webp
38,9,paragraph,"Nhà hàng Rita là một địa điểm lý tưởng với sức chứa lên tới 132 chỗ ngồi. Đây là địa điểm hoàn hảo cho nhiều chương trình, lễ hội và tổ chức tiệc tùng. Với thẩm mỹ cao cấp, bạn sẽ có những trải nghiệm đáng nhớ."
38,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/53w23zfv22ir9dq1.webp
38,11,paragraph,"Ngoài ra, du thuyền Rita còn có nhiều hoạt động như: chèo thuyền kayak, bơi lội, tập thái cực quyền, lớp học nấu ăn, câu cá, ..."
38,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/ticd62znfdm0l84f.webp
38,13,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/gep3os20zgh4khnv.webp
38,14,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-rita cruise/blog/ch9diett7qvui6bo.webp
39,1,paragraph,"Mới đưa vào vận hành từ tháng 11/2017, Du thuyền Era được biết đến như là du thuyền đẹp nhất và có thiết kế trang trọng, lịch sự.&nbsp;Du thuyền Era hứa hẹn sẽ mang đến một trải nghiệm tuyệt vời và kì nghỉ đáng nhớ cho du khách với chất lượng dịch vụ và đội ngũ nhân viên được đào tạo bài bản theo tiêu chuẩn 5 sao."
39,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/mfspn0hsknd9gbt6.webp
39,3,paragraph,"Nhà hàng với sức chứa 45 khách có nội thất sang trọng, view nhìn ra vịnh tuyệt đẹp. Trong khi đó, Skyline Bar là một địa điểm vô cùng lãng mạn để bạn và người thân thưởng thức những ly cocktail."
39,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/mki3bcxjsscxqxvo.webp
39,5,paragraph,"Du khách được tận hưởng những dịch vụ tốt nhất như phòng tập gym, spa, quầy bar và khu quà lưu niệm.&nbsp;"
39,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/gvwq1k3t4tg8nh2s.webp
39,7,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/6ft33950cy3bdj4b.webp
39,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/g2q4borm2qunt5qx.webp
39,9,paragraph,"Với cửa sổ lớn, bao chùm hết không gian của căn phòng với phong cảnh thiên nhiên đẹp hữu tình với hàng ngàn ngôi sao lấp lánh. Rạp chiếu phim mini trên du thuyền Era với 30 chỗ ngồi rộng lớn  được trang bị màn hình LED hiện đại sẽ mang đến cho bạn những khoảnh khắc sống động nhất trong bộ phim. Phòng chiếu phim cũng có thể trở thành một phòng hội nghị cho các cuộc họp , các sự kiện với đầy đủ trang thiết bị cần thiết.&nbsp;<br>"
39,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/ylfvzuauhp3t4rm9.webp
39,11,paragraph,"Du thuyền có 20 phòng suite trên tàu với thiết kế hiện đại, sử dụng tông màu trắng kem nhẹ nhàng và được trang bị nhiều tiện nghi hiện đại như TV 40 inch, bàn làm việc, minibar, trái cây tươi, sân hiên với ghế tắm nắng và bể sục Jacuzzi trong phòng tắm riêng rộng rãi."
39,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/s5k7dr4c3lzkay3o.webp
39,13,paragraph,Trải nghiệm du thuyền Era bạn còn được tham gia các hoạt động như chèo thuyền kayak và những điều kì diệu đang chờ bạn khám phá.
39,14,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-era-cruise/blog/hi6qcmdkqlfj38qe.webp
40,1,paragraph,"&nbsp;Du khách đến thăm quan Vịnh Hạ Long trên chiếc du thuyền cao cấp theo tiêu chuẩn 4* Sapphire sẽ có cơ hội khám phá hết vẻ đẹp của một bức tranh thủy mặc sống động được tạo ra từ hàng ngàn đảo đá vôi với muôn hình kì thú gắn liền với đời thực trên dải lụa vô tận màu xanh biếc, khám phá vẻ đẹp của thế giới hang động lung linh màu sắc"
40,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sapphire/blog/aod7seys9p3o3vg1.webp
40,3,paragraph,"Du thuyền Sapphire có 21 cabin chia làm 4 hạng phòng: suite cabin on the top, suite, premium, deluxe. "
40,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sapphire/blog/k3iihx9eahxwfv1v.webp
40,5,paragraph,"Mỗi cabin đều được trang bị bồn tắm, bồn Jacuzzi và ban công riêng (trừ phòng suite on the top). Đặc biệt, du khách ở phòng suite sẽ được miễn phí một chai rượu trong phòng và hoa quả. "
40,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sapphire/blog/bvixs80eg8i1tmjq.webp
40,7,paragraph,"Bạn sẽ được chiêm ngưỡng vẻ đẹp toàn cảnh vịnh Lan Hạ từ sân sundeck thoáng đãng trên tàu và tham gia các hoạt động thú vị như Happy Hour – giờ vui vẻ từ 18h-19h, tiệc hoàng hôn và lớp học taichi buổi sáng."
40,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sapphire/blog/ffuf2w9al5nckftp.webp
40,9,paragraph,"Nằm trên tầng 2, nhà hàng cao cấp trên Du thuyền Sapphire được thiết kế theo phong cách trang nhã và ấm cúng. Với sức chứa lên đến 45 khách, nhà hàng này cung cấp các món hải sản đặc sắc và các món ăn truyền thống của Việt Nam, hứa hẹn sẽ mang đến một trải nghiệm ẩm thực khó quên cho chuyến hành trình của bạn.<br>"
40,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sapphire/blog/sazyvoxbxgqnw0pn.webp
40,11,paragraph,"Cho dù bạn đang ở trên tàu hay đang tham quan, hành trình với du thuyền Sapphire có rất nhiều hoạt động để bạn tự do giải trí và khám phá. Bạn sẽ chèo thuyền kayak và bơi lội trong làn nước trong xanh của khu vực Cửa Vạn, khám phá Hang Sáng Tối độc đáo, học cách làm các món ăn Việt Nam, thư giãn trên boong tắm nắng hoặc bạn có thể tận hưởng thời gian tại ban công riêng trong phòng"
40,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sapphire/blog/soa4fsg2sdbz3n13.webp
41,1,paragraph,"Du thuyền Catherine sở hữu một không gian sang trọng, tiện nghi với phong cách Đông Dương ấn tượng sẽ được khai trương vào tháng 09/2023. Catherine có sức chứa khách ngủ đêm lên tới 117 hành khách với chiều dài lên tới 90m và rộng 15m."
41,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/iy3xd5y4ua0xd34s.webp
41,3,paragraph,"Tầng thượng với khung cảnh thơ mộng của Vịnh Hạ Long, Catherine chắc chắn sẽ mang đến cho quý khách những trải nghiệm thoải mái trên từng phút giây."
41,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/0mzqb9drcnq95w5k.webp
41,5,paragraph,"Du thuyền có 39 phòng cao cấp, mỗi phòng có diện tích từ 40m2 đến 200m2, được chia thành 04 loại phòng, đáp ứng mọi nhu cầu của du khách: Premier Suite, Royal Suite, Grand Suite và Villa President Suite. "
41,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/vkjrya280qgqchzx.webp
41,7,paragraph,"Với nhiều tiện ích cao cấp trên tàu, bao gồm phòng Spa riêng biệt cho nam và nữ, Bể bơi vô cực - 40m3, Phòng thử rượu &amp; cigars, Phòng Karaoke cách âm - 40m2/phòng, Phòng Poker Texas Hold'em - 38m2, Sân golf mini, Rooftop bar, du thuyền Catherine chắc chắn sẽ làm hài lòng mọi yêu cầu của du khách. "
41,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/rcbysifk3nhzjibp.webp
41,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/irsjpnqi38lorjst.webp
41,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/thro8o0uot9wd1sx.webp
41,11,paragraph,"Các hoạt động khác nhau như chèo thuyền kayak, câu mực, bơi lội, thái cực quyền, tiệc hoàng hôn, trình diễn nấu ăn cũng cũng sẽ khiến chuyến đi của bạn với Catherine tràn đầy sự thư giãn và thú vị."
41,12,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/92chtr05bhxi1p68.webp
41,13,paragraph,"Du thuyền Catherine sở hữu 02 nhà hàng sang trọng tại tầng 2 và tầng 4, tất cả đều được trang trí theo phong cách Đông Dương tạo nên không gian ấm cúng và gần gũi. Tại đây, du khách sẽ có khoảng thời gian vui vẻ để trải nghiệm các món ăn được lấy cảm hứng và có nguồn gốc địa phương, được chuẩn bị cẩn thận bởi các đầu bếp chuyên nghiệp của Catherine."
41,14,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/ofonweeckmq9eywj.webp
41,15,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-catherine/blog/aubk7zmblvej8cpz.webp
42,1,paragraph,"Du thuyền 5 sao Amanda Luxury Cruise được thiết kế với cảm hứng lấy từ những đóa sen Phương Đông – loài hoa tượng trưng cho sự từ bi và trí tuệ, đẹp, nhẹ nhàng, mang vẻ đẹp của sự hoàn mỹ"
42,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/mz1x6wfcwzg1mi10.webp
42,3,paragraph,Mỗi phòng được thiết kế với sự cân đối hoàn hảo giữa phong cách cổ điển và hiện đại cùng với dịch vụ tận tâm. 
42,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/qfcphv15viu5c0xb.webp
42,5,paragraph,"Các hạng phòng bao gồm:&nbsp;Phòng Deluxe,&nbsp;Phòng Triple Deluxe,Phòng Junior,&nbsp;Phòng Senior,&nbsp;Phòng Royal."
42,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/3lk2animrx1nhxs4.webp
42,7,paragraph,"Du khách còn được tham gia lớp nấu ăn và tiệc hoàng hôn,tận hưởng những phút giây thư giãn khi nhâm nhi tách trà hoặc cà phê truyền thống của Việt Nam trên mặt trời giữa khung cảnh tuyệt vời  và hoàng hôn tuyệt đẹp."
42,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/wxhu0gkc2c4oai1g.webp
42,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/uw5s5q1etpj3sey2.webp
42,10,paragraph,Một trong những trải nghiệm đáng nhớ nhất của họ là được tham gia vào hoạt động nhảy sạp trên tàu. Đó là một trải nghiệm thú vị và đầy cảm xúc khi được nhảy theo điệu nhạc sôi động cùng với những người bạn mới quen. Du khách không thể quên được khoảnh khắc ấy. Tàu du lịch Hạ Long Amanda đã mang lại cho du khách một kỳ nghỉ đáng nhớ
42,11,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/qkh5u43ox2v8gack.webp
42,12,paragraph,"Ngoài ra, du thuyền còn có các hoạt động khác như: chèo thuyền kayak, thái cực quyền, fashion show, ngâm chân thảo mộc,..."
42,13,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-amanda-cruise-halong/blog/y1axbb1bxb64nlam.webp
43,1,paragraph,"Hermes<b>&nbsp;</b>là du thuyền sắt 5 sao sang trọng ở Vịnh Hạ Long, mới được đưa vào hoạt động tháng 2 năm 2021. Du thuyền được đặt tên theo Hermes - con trai của thần Zeus - sứ giả của các vị thần, cũng được coi là người bảo vệ của con người, khách du lịch và tất cả các thương gia.&nbsp;Du thuyền Hermes&nbsp;sở hữu vẻ ngoài hiện đại nhưng bên trong lại được thiết kế với nội thất trang nhã và tinh tế, mang đến trải nghiệm tuyệt vời cho tất cả du khách trên tàu."
43,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-hermes1/blog/54nczizs7sspozgw.webp
43,3,paragraph,"Sở hữu 4 mặt sàn, hệ thống phòng nghỉ của du thuyền Hermes được chia thành tất cả là 5 hạng. Tất cả các hạng phòng đều có ban công riêng hướng ra vịnh và cửa sổ kính rộng tạo không gian mở phục vụ nhu cầu ngắm cảnh của du khách."
43,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-hermes1/blog/jwwyuwm8016gzqjn.webp
43,5,paragraph,"Nhà hàng và Quầy bar trên Du thuyền Hermes là một trong những địa điểm tuyệt vời nhất trên du thuyền, nơi bạn có thể vừa ngắm nhìn khung cảnh hùng vĩ của Vịnh Hạ Long vừa thưởng thức những món ăn thơm ngon, hấp dẫn. Nhà hàng được thiết kế theo phong cách hoàng gia với không gian bếp mở chắc chắn sẽ mang đến những trải nghiệm ẩm thực chân thực nhất."
43,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-hermes1/blog/titahxja6svstonf.webp
43,7,paragraph,"Hai bể bơi ngoài trời chắc chắn là một điểm đặc biệt trên Du thuyền Hermes. Bể bơi đầu tiên nằm trên tầng hai, phía trước du thuyền, trong khi bể bơi thứ hai nằm trên boong tắm nắng. Cả hai đều là bể sục với sức chứa 15 khách mỗi bể, nơi bạn có thể thư giãn và ngắm nhìn vịnh Hạ Long."
43,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-hermes1/blog/mzqkk5fpq5f2pqt7.webp
43,9,paragraph,"Phòng massage và Spa của du thuyền thiết kế sang trọng với ba mặt hướng biển để du khách vừa sử dụng các liệu trình vừa ngắm cảnh. Spa mang đến các liệu trình cổ truyền như massage đá nóng, shiatshu và massage bốn tay, dịch vụ chăm sóc da mặt với ngọc trai tự nhiên…&nbsp;"
43,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-hermes1/blog/p47r4j6abq1klvlc.webp
44,1,paragraph,"Du thuyền Dora đưa du khách tham quan vịnh Lan Hạ với lịch trình truyền thống cùng những điểm đến tuyệt đẹp như hang Sáng Tối, đảo Ba Trái Đào. Du khách có cơ hội khám phá viên ngọc quý này bằng thuyền kayak hay thuyền nan, bơi lội hoặc đơn giản là đi bộ quanh đảo.<br>Du thuyền Dora còn được trang bị các dịch vụ như spa với thảo dược trị liệu, phòng tập thể hình và nhà hàng &amp; quầy bar với thực đơn đa dạng. Bên cạnh các món ăn truyền thống Việt Nam và hải sản địa phương, nhà hàng còn phục vụ các món chay cho thực khách có nhu cầu."
44,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-dora/blog/yspsqz461o1wsxbk.webp
44,3,paragraph,"Đúng như tên gọi của nó, Du thuyền Dora là nơi cổ điển đáp ứng sự hiện đại trong bầu không khí lãng mạn. Với những tiện nghi tốt nhất cùng với dịch vụ cao cấp từ đội ngũ nhân viên tận tâm, ẩm thực đa dạng và phong phú có thể mang đến nhiều lựa chọn cho thực khách và những địa điểm mang tính biểu tượng ở Vịnh Lan Hà với vẻ đẹp mê hoặc, du thuyền Dora hứa hẹn sẽ mang đến cho bạn những kỷ niệm khó quên.<br>"
44,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-dora/blog/q186anvwn771sv5z.webp
45,1,paragraph,"Du thuyền Hera được  ra mắt vào tháng 2 năm 2017 và hứa hẹn sẽ trở thành một trong những du thuyền sang trọng và đẳng cấp nhất trên vịnh Hạ Long. Du thuyền là sự lựa chọn hoàn hảo cho những du khách tìm kiếm đến sự sang trọng, dịch vụ cao cấp riêng biệt và tối đa hóa sự thoải mái và trải nghiệm nghỉ dưỡng.&nbsp;<br>"
45,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heraluxury-cruise /blog/u4dfwo1vcojoovjk.webp
45,3,paragraph,"Du thuyền được thiết kế theo phong cách truyền thống Việt Nam, sử dụng chất liệu gỗ cao cấp có mùi thơm nhẹ. Với những phòng ngủ rộng lớn sang trọng và tầm nhìn đẹp ra vịnh sẽ tạo nên cho bạn một chuyến đi thât đáng nhớ. Tận dụng lợi thế với dịch vụ hoàn hảo và sự linh hoạt trong lịch trình  đặc biệt bạn có thể cá nhân hóa lịch trình bằng việc lựa chọn điểm đến cho riêng mình ( Cho hạng phòng ở tầng 2)<br>"
45,4,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heraluxury-cruise /blog/yb6g6una5rcpew7l.webp
45,5,paragraph,"Du thuyền Hera với các lựa chọn cao cấp như dịch vụ quản gia cũng như đầu bếp riêng, thưởng thức các món ăn hấp dẫn từ nguyên liệu hữu cơ có nguồn gốc địa phương tốt cho sức khỏe. Sẽ là du thuyền đầu tiên mang đến những dịch vụ đẳng cấp cho một chuyến hành trình lý tưởng ."
45,6,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heraluxury-cruise /blog/l9oubsdzhpy045b6.webp
45,7,paragraph,"Sau bữa tối, quý khách sẽ được tham gia nhiều hoạt động hấp dẫn như câu mực đêm hay thưởng thức đồ uống, cooktail tại Cuckoo Bar hay Panthera Bar, ngoài ra du thuyền Hera  còn có các hoạt động khác như: tập thái cực quyền, bơi lội,..."
45,8,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heraluxury-cruise /blog/jr7qgfqrougf2wp2.webp
45,9,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heraluxury-cruise /blog/ova7gf4prunem8bx.webp
45,10,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-heraluxury-cruise /blog/0kq3ovuu9ibz56t6.webp
46,1,paragraph,"Du thuyền Sea Stars Hạ Long lấy ý tưởng thiết kế từ sự xa hoa của giới thượng lưu. Thiết kế vô cùng ấn tượng, đẳng cấp đã tạo nên một siêu phẩm trên vịnh Hạ Long. Du thuyền 5 sao hiện đại bậc nhất ra mắt năm 2023, bao gồm 39 cabin rộng rãi với đầy đủ các thiết bị hiện đại nhất. Các tiện ích vượt trội của du thuyền bao gồm: nhà hàng sang trọng, bể bơi với tầm nhìn toàn cảnh, khu spa, sundeck tuyệt đẹp cùng sân golf mini. Du thuyền hứa hẹn sẽ đem đến cho du khách sự hài lòng tuyệt đối trong chuyến đi nghỉ dưỡng cùng người thân, gia đình hay bạn bè."
46,2,image,https://minio.fares.vn/mixivivu-dev/tour/du-thuyen-sea-stars-ha-long/blog/v8qwfp4r5caczz0p.webp
46,3,paragraph,"Nhà hàng tại khu vực boong tàu chính có diện tích lên tới 270m2 và có thể phục vụ cùng lúc 100 thực khách. Đội ngũ đầu bếp chuyên nghiệp, giàu kinh nghiệm và tinh tế sẽ phục vụ những món ăn tươi ngon, đẹp mắt, đầy đủ dinh dưỡng cho du khách.&nbsp;"
